Polarities,new_text
正面,物流速度倒是挺快的。
中性,还可以，
正面,不会浮粉，
正面,还可以吧，
正面,昨天用了一片不错。
正面,节日做活动便宜了很多，
正面,质量不错以前今常买，
正面,便宜实惠。
正面,上妆也很舒服！
正面,还不错，
正面,不过还是一如既往的好用啊。
负面,洗完脸感觉滑滑的，
正面,我打劫了一个碎瓶瓶很好用的图片是偷别人的，
正面,而且比实体店便宜好多，
正面,物流小哥服务特别好，
正面,不是特别显白，
负面,卸妆效果一般般，
正面,很自然。
正面,查了一下是正品，
正面,味道也不浓重，
正面,宝贝质量不错，
正面,是我喜欢的
正面,特别实惠哈哈
正面,做活动的时候下手的，
正面,价格也很便宜，
正面,用后感觉挺好的。
正面,用起来挺好，
正面,还喜欢！
正面,买好几次是正品
负面,该商品打开每片水份几乎没有了，
正面,用过之后挺自然的，
中性,还可以吧，
正面,包装很可爱，
正面,不刺激！
正面,但是对于五一期间物流也这么快，
正面,好用哦 
正面,薄薄的，
正面,温和的，
正面,挺香的，
负面,味道不是很喜欢，
正面,快递是真的很快呀
正面,鼻子两边可以洗干净，
中性,这个不知道真假咯，
正面,搭配水乳一起听水嫩的，
正面,感觉还好吧，
负面,对我来说泡沫过于多了，
中性,涂上去还是觉得有点黏黏的，
负面,又痒的，
正面,面膜补水效果很好。
正面,味道也挺清淡的，
正面,快递小哥态度很好
正面,看着还可以 
正面,偶尔用用不错。
正面,划算！
负面,不保湿
正面,用起来遮黄气暗沉，
正面,比实体店要便宜太多了，
正面,很不错的，
正面,补水保湿效果特别好。
正面,挺好的，
正面,超喜欢，
正面,宝贝很好很喜欢质量真心不错满意值得购买
负面,不适合我。
正面,应该是正品
正面,便宜实惠，
正面,清爽！
正面,很好推开而且滋润度也很好！
正面,用了一片后感觉效果不错，
正面,用了也特别自然，
正面,一直信赖
正面,真喜欢。
正面,透气，
正面,用着舒服，
正面,也能洗干净
正面,价格亲民，
负面,越用越感觉是假的，
正面,试试效果还可以
负面,就是粉扑不好用&hellip
正面,精华液也很多，
正面,擦在脸上不泛白，
正面,包装很漂亮，
正面,宝贝也超级好用，
正面,发货速度非常快，
正面,洗面奶很好用，
正面,补水效果真的很明显，
负面,有点都不显白
正面,用着很舒服给妈妈买的
正面,很滋润。
负面,就是看着油亮亮的
正面,卸妆也很干净，
正面,物流快
正面,速度值得点赞，
正面,挺优惠的。
正面,快递也给力，
正面,总的来说还行吧！
正面,特别实惠。
正面,这个面膜跟补水，
正面,不过快递大哥人很好哦，
负面,效果一点不好。
中性,洗完脸之后有点滑 
正面,面膜挺好的
正面,赞**快递神速！
中性,买的101象牙色有点白了 
正面,一点就够非常好用
正面,味道也不错！
正面,用了感觉不错 
正面,整体描述：包装很紧密 
负面,第一次用起来感觉吸收不是很好，
正面,挺满意的，
负面,其中有一片包装坏了，
负面,外观看上去做工粗糙，
正面,感觉还行哦！
正面,质量好，
正面,很划算
正面,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉
正面,使用下来感觉蛮好！
正面,只有这款卸妆水很好用，
正面,妈妈觉得很喜欢
正面,喜欢这种东西&hellip
正面,补水不错！
负面,这款有点小贵。
正面,是新款的包装，
正面,保湿效果好，
正面,非常不错 
正面,特别白的自然。
负面,可能是假的
正面,物流很快呢 
正面,确实挺白的，
正面,价格也不贵。
正面,老婆反馈说好用
正面,快递员很细心
正面,客服热心，
正面,试了一下感觉还行，
正面,宝贝不错。
负面,老搓泥。
正面,赠品很丰富
正面,保湿锁水效果真的很好，
负面,就你这形状不规整，
正面,给满分。
负面,太坑了。
正面,水水润润，
负面,唯一缺点就是味道不好闻。
正面,很好。
正面,个人情况：东西很棒买了两只泡沫挺多的味道有点香推荐入手
正面,价格还可以，
正面,面膜用着非常不错，
正面,新包装样式也很喜欢
正面,而且涂在脸上特别细腻均匀，
正面,看着很喜欢
正面,还行，
正面,质量不错的，
正面,用啦一片还行吧补水我之前有买过这个牌子的面膜好像和这个不太一样！
正面,喜欢喜欢 
正面,网购比较优惠了，
正面,外观好看，
正面,挺温和的水润，
负面,包装盒压扁了，
中性,用起来很舒服，
负面,感觉太白了，
正面,补水效果很好
正面,送货挺快，
正面,物流超给力，
中性,还是有点白！
负面,就是感觉能再便宜点就好了。
正面,还行
正面,味道清香，
正面,去年就是订他们家的很好用，
正面,发货快到过快，
正面,发货速度挺快的 
负面,就是按出来有点麻烦，
正面,***的面膜好用还不贵，
负面,太干了，
正面,这款***面膜非常好用，
正面,用了一片还不错，
正面,还好还好
正面,挺实惠的一次购物。
正面,挺滋润补水的，
正面,修正肤色，
负面,瓶子塑料比较硬。
正面,感觉挺不错的
正面,易吸收，
正面,不错 
正面,质量不错是正品，
正面,服务态度很好！
正面,不错多次购买了
负面,看见了很心塞.........
正面,看起来清爽爽的，
正面,不错不错！
正面,洗面奶的泡沫丰富，
负面,比较干，
正面,不错不错 
正面,不错价格实惠
负面,泛白，
正面,质量很好的。
正面,确实挺好用，
正面,不过敏，
负面,以为送了不少赠品，
