,id,ASP,OPI,A_start,O_start,text
5967,2797,_,太方便,,9.0,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！
5968,2797,送货,快,14.0,17.0,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！
5969,2797,_,挺好用的,,19.0,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！
5970,2797,_,挺合适的,,24.0,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！
5971,2798,_,最好用,,8.0,这个面膜是我用的最好用的一个，以前买的都太多了，这个跟我脸刚刚好，超喜欢
5972,2798,_,超喜欢,,33.0,这个面膜是我用的最好用的一个，以前买的都太多了，这个跟我脸刚刚好，超喜欢
5973,2799,_,还可以,,0.0,还可以吧，不知道隔离效果怎么样
5974,2800,_,挺好的,,6.0,宝贝收到了，挺好的，物流也特别快
5975,2800,物流,特别快,10.0,13.0,宝贝收到了，挺好的，物流也特别快
5976,2801,_,物美价廉,,7.0,第二次购买  物美价廉  效果不错挺好的  配送很快
5977,2801,_,不错,,15.0,第二次购买  物美价廉  效果不错挺好的  配送很快
5978,2801,_,挺好的,,17.0,第二次购买  物美价廉  效果不错挺好的  配送很快
5979,2801,配送,很快,22.0,24.0,第二次购买  物美价廉  效果不错挺好的  配送很快
5980,2802,_,挺好满意,,6.0,夫人感觉面膜挺好满意。一系列的服务都满意
5981,2802,服务,满意,15.0,18.0,夫人感觉面膜挺好满意。一系列的服务都满意
5982,2803,物流,很快,0.0,2.0,物流很快，绝对正品，到家用了一下，很不错
5983,2803,_,绝对正品,,5.0,物流很快，绝对正品，到家用了一下，很不错
5984,2803,_,很不错,,17.0,物流很快，绝对正品，到家用了一下，很不错
5985,2804,_,很好用,,5.0,适合肤质：很好用的一款
5986,2805,保湿效果,非常好,10.0,14.0,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评
5987,2805,滋润,很多,22.0,24.0,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评
5988,2805,_,很光滑,,27.0,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评
5989,2805,_,好评,,31.0,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评
5990,2806,_,还好吧,,0.0,还好吧，慢慢用，挺不错的好用
5991,2806,_,挺不错的,,8.0,还好吧，慢慢用，挺不错的好用
5992,2806,_,好用,,12.0,还好吧，慢慢用，挺不错的好用
5993,2807,性价比,很高,0.0,3.0,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意
5994,2807,_,很好用,,6.0,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意
5995,2807,价格,超级优惠,27.0,29.0,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意
5996,2807,_,很满意,,34.0,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意
5997,2808,_,还不错,,6.0,刚到手，看着还不错，用了再来评价吧。
5998,2809,_,很不错,,6.0,还没用完不过很不错！还送了面膜盒！
5999,2810,_,是正品,,0.0,是正品一直用的这款隔离  对于我这种黄皮效果很好
6000,2810,_,很好,,22.0,是正品一直用的这款隔离  对于我这种黄皮效果很好
6001,2811,_,特别薄,,2.0,面膜特别薄很服帖精华很多用完很保湿很不错。
6002,2811,精华,很服帖,8.0,5.0,面膜特别薄很服帖精华很多用完很保湿很不错。
6003,2811,_,很多,,10.0,面膜特别薄很服帖精华很多用完很保湿很不错。
6004,2811,_,很保湿,,14.0,面膜特别薄很服帖精华很多用完很保湿很不错。
6005,2811,_,很不错,,17.0,面膜特别薄很服帖精华很多用完很保湿很不错。
6006,2812,包装,平价,1.0,27.0,"新包装的和玻璃瓶的都差不多感觉、一直用***的隔离霜,平价好用"
6007,2812,_,好用,,29.0,"新包装的和玻璃瓶的都差不多感觉、一直用***的隔离霜,平价好用"
6008,2813,_,还不错,,8.0,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！
6009,2813,_,很喜欢,,12.0,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！
6010,2813,_,很方便,,26.0,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！
6011,2814,_,很好,,6.0,商品收到了 很好 建议大家赶紧购买 赶紧购买 买吧买吧买吧
6012,2815,_,好,,11.0,**购物值得信赖，质量好，送货快
6013,2815,送货,快,13.0,15.0,**购物值得信赖，质量好，送货快
6014,2816,_,好评,,6.0,只能说，习惯好评
6015,2817,_,比较划算,,0.0,比较划算，囤了一大堆，慢慢用吧。
6016,2818,_,挺好用,,7.0,第三次购买了，挺好用，味道也不错！
6017,2818,味道,不错,11.0,14.0,第三次购买了，挺好用，味道也不错！
6018,2819,补水效果,非常好,0.0,4.0,补水效果非常好！精华液也特别多！好评
6019,2819,精华液,特别多,8.0,12.0,补水效果非常好！精华液也特别多！好评
6020,2819,_,好评,,16.0,补水效果非常好！精华液也特别多！好评
6021,2820,_,挺好用的,,2.0,还是挺好用的
6022,2821,_,不错,,5.0,已经收到，不错
6023,2822,_,满意,,6.0,多次购买了，满意
6024,2823,味道,可以,0.0,2.0,味道可以，还没用，，，
6025,2824,_,湿润,,6.0,给妈妈买的，湿润，好用，妈妈很喜欢
6026,2824,_,好用,,9.0,给妈妈买的，湿润，好用，妈妈很喜欢
6027,2824,_,很喜欢,,14.0,给妈妈买的，湿润，好用，妈妈很喜欢
6028,2825,_,挺好用的,,16.0,给老婆买的，她一直都用这个牌子，挺好用的，超赞
6029,2825,_,超赞,,21.0,给老婆买的，她一直都用这个牌子，挺好用的，超赞
6030,2826,_,肤色,,0.0,肤色自然，提亮肤色，很细腻
6031,2826,_,自然,,2.0,肤色自然，提亮肤色，很细腻
6032,2826,_,提亮肤色,,5.0,肤色自然，提亮肤色，很细腻
6033,2826,_,很细腻,,10.0,肤色自然，提亮肤色，很细腻
6034,2827,服帖,真的,0.0,3.0,服帖是真的  还有就是不是很白 不会显得跟肤色差异很大
6035,2827,_,不是很白,,11.0,服帖是真的  还有就是不是很白 不会显得跟肤色差异很大
6036,2827,_,大,,26.0,服帖是真的  还有就是不是很白 不会显得跟肤色差异很大
6037,2828,_,是不是正品,,19.0,朋友帮忙签收的，还有没用，到时候用了看是不是正品，在追评
6038,2829,遮瑕效果,好,4.0,8.0,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临
6039,2829,价格,实惠,10.0,12.0,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临
6040,2829,_,物有所值,,15.0,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临
6041,2829,_,棒棒哒,,23.0,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临
6042,2830,_,喜欢,,0.0,喜欢，很舒服
6043,2830,_,很舒服,,3.0,喜欢，很舒服
6044,2831,快递,迅速,0.0,2.0,快递迅速!服务态度好!使用效果非常棒，会一直支持的
6045,2831,服务态度,好,5.0,9.0,快递迅速!服务态度好!使用效果非常棒，会一直支持的
6046,2831,_,非常棒,,15.0,快递迅速!服务态度好!使用效果非常棒，会一直支持的
6047,2832,上妆效果,还可以,0.0,5.0,上妆效果：还可以，今天到货就立马擦起来了，可是有点黑。下次买102色号
6048,2832,_,有点黑,,23.0,上妆效果：还可以，今天到货就立马擦起来了，可是有点黑。下次买102色号
6049,2833,_,很好用,,5.0,这款洗面乳很好用，我一直用这款洁面乳，真的好用
6050,2833,_,真的好用,,19.0,这款洗面乳很好用，我一直用这款洁面乳，真的好用
6051,2834,_,非常好用,,17.0,一直都在用这个牌子的护肤品化妆品，非常好用的产品
6052,2835,_,很好用,,0.0,很好用的宝贝儿，值得拥有
6053,2836,_,很好用,,5.0,之前买过，很好用
6054,2837,_,挺好的,,0.0,挺好的，是正品
6055,2837,_,是正品,,4.0,挺好的，是正品
6056,2838,吸收情况,可以,0.0,5.0,吸收情况：可以
6057,2839,价格,便宜,0.0,2.0,价格便宜，也好使，在他家买过好几次东西了
6058,2839,_,好使,,6.0,价格便宜，也好使，在他家买过好几次东西了
6059,2840,_,挺好,,7.0,经过使用，感觉挺好
6060,2841,补水,挺好的,8.0,10.0,一直用的这款面膜补水挺好的，用完皮肤又白又亮
6061,2841,_,白又,,19.0,一直用的这款面膜补水挺好的，用完皮肤又白又亮
6062,2841,_,亮,,21.0,一直用的这款面膜补水挺好的，用完皮肤又白又亮
6063,2842,_,超神速,,0.0,超神速，当天付款，当天就到了
6064,2843,_,优惠,,0.0,优惠，好评
6065,2843,_,好评,,3.0,优惠，好评
6066,2844,速度,好评,31.0,38.0,还没用，期待好效果，之前那个用完了，上午下单，下午就到了，就这速度也必须给个好评
6067,2845,_,滑滑的,,8.0,用了两片了，敷完滑滑的，待继续用看效果吧，99元买一送一同款
6068,2846,_,便宜一点,,9.0,媳妇买到，比实体店便宜一点，她一直用这个面膜。
6069,2847,_,超级喜欢,,4.0,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意
6070,2847,_,很服帖,,12.0,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意
6071,2847,物流,特别给力,18.0,21.0,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意
6072,2847,_,满意,,26.0,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意
6073,2848,_,非常舒服,,17.0,有点春过敏，朋友推荐这款，敷了一片非常舒服
6074,2849,_,还不错,,5.0,用了一下，还不错
6075,2850,_,还可以,,26.0,买了一瓶用了几次被儿子弄到地上碎了，又买了一个，感觉还可以
6076,2851,物流,挺快的,0.0,2.0,物流挺快的，昨晚下的单今早就收到货了，还送了一盒赠品。一直使用***人鱼面膜挺好的。
6077,2851,赠品,_,24.0,,物流挺快的，昨晚下的单今早就收到货了，还送了一盒赠品。一直使用***人鱼面膜挺好的。
6078,2851,_,挺好的,,38.0,物流挺快的，昨晚下的单今早就收到货了，还送了一盒赠品。一直使用***人鱼面膜挺好的。
6079,2853,_,还,,0.0,还可以，主要是性价比比较高，被~种草的
6080,2853,_,可以,,1.0,还可以，主要是性价比比较高，被~种草的
6081,2853,性价比,比较高,7.0,10.0,还可以，主要是性价比比较高，被~种草的
6082,2854,_,非常好用,,0.0,非常好用的卸妆水，下次还会再来
6083,2855,_,很好用,,9.0,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买
6084,2855,_,细腻,,13.0,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买
6085,2855,_,遮红血丝,,16.0,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买
6086,2856,_,划算,,6.0,正品比实体店划算
6087,2857,_,很好,,0.0,很好，以后还会购买
6088,2858,_,好用,,10.0,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。
6089,2858,_,好,,15.0,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。
6090,2858,_,补补水,,24.0,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。
6091,2858,物流,快,30.0,33.0,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。
6092,2859,_,非常棒,,0.0,非常棒，量比大
6093,2859,量,比大,4.0,5.0,非常棒，量比大
6094,2860,_,容易抹开,,0.0,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！
6095,2860,_,很滋润,,5.0,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！
6096,2860,_,很喜欢,,15.0,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！
6097,2861,_,很不错,,0.0,很不错的一款洗面奶买一赠一，给妹妹一个用着还可以护肤品一直用这个牌子的还不错??
6098,2861,_,不错,,36.0,很不错的一款洗面奶买一赠一，给妹妹一个用着还可以护肤品一直用这个牌子的还不错??
6099,2862,_,很好,,2.0,产品很好，快递很快，第二天就到了，速度惊人，
6100,2862,快递,很快,5.0,7.0,产品很好，快递很快，第二天就到了，速度惊人，
6101,2862,速度,惊人,17.0,19.0,产品很好，快递很快，第二天就到了，速度惊人，
6102,2863,_,不错,,0.0,不错！�好用了过几天在评价
6103,2863,_,好用,,3.0,不错！�好用了过几天在评价
6104,2864,_,很好,,0.0,很好，抱着试试心态，用了效果很好，而且自然，下次还会来
6105,2864,_,很好,,14.0,很好，抱着试试心态，用了效果很好，而且自然，下次还会来
6106,2864,_,自然,,19.0,很好，抱着试试心态，用了效果很好，而且自然，下次还会来
6107,2865,_,挺好的,,2.0,用着挺好的，还推荐给了朋友。
6108,2866,_,挺舒服的,,0.0,挺舒服的，清洁能力强，按压式用起来方便，还会再买
6109,2866,清洁能力,强,5.0,9.0,挺舒服的，清洁能力强，按压式用起来方便，还会再买
6110,2866,_,方便,,17.0,挺舒服的，清洁能力强，按压式用起来方便，还会再买
6111,2867,_,很不错,,3.0,用了，很不错，活动的时候买的很划算
6112,2867,活动,很划算,7.0,14.0,用了，很不错，活动的时候买的很划算
6113,2868,_,是正品,,0.0,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
6114,2868,包装,很好,4.0,7.0,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
6115,2868,_,很划算,,10.0,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
6116,2868,_,很满,,21.0,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
6117,2869,_,不错,,0.0,不错，细腻自然
6118,2869,_,细腻,,3.0,不错，细腻自然
6119,2869,_,自然,,5.0,不错，细腻自然
6120,2870,_,有点小,,0.0,有点小～但是很好用  送的东西也很nice
6121,2870,_,很好用,,6.0,有点小～但是很好用  送的东西也很nice
6122,2871,_,很好用,,5.0,这款洁面乳很好用 洗好以后脸也不会紧绷 很舒服 而且买一送一很值
6123,2871,_,不会紧绷,,15.0,这款洁面乳很好用 洗好以后脸也不会紧绷 很舒服 而且买一送一很值
6124,2871,_,很舒服,,20.0,这款洁面乳很好用 洗好以后脸也不会紧绷 很舒服 而且买一送一很值
6125,2871,_,很值,,30.0,这款洁面乳很好用 洗好以后脸也不会紧绷 很舒服 而且买一送一很值
6126,2872,_,水,,0.0,水不错，很清爽
6127,2872,_,不错,,1.0,水不错，很清爽
6128,2872,_,很清爽,,4.0,水不错，很清爽
6129,2873,_,挺好用的,,0.0,挺好用的，物美价廉
6130,2873,_,物美价廉,,5.0,挺好用的，物美价廉
6131,2874,_,不错,,9.0,一直在用这款，效果不错的～
6132,2875,活动,_,0.0,,活动，75折，不错。。。。。。。。。。。。
6133,2875,_,不错,,7.0,活动，75折，不错。。。。。。。。。。。。
6134,2876,_,挺好用的,,2.0,宝贝挺好用的，非常满意，下次再来
6135,2876,_,非常满意,,7.0,宝贝挺好用的，非常满意，下次再来
6136,2877,价格,很好,0.0,2.0,价格很好的时候入手的，一下子囤了3份，很棒了，留着慢慢用吧！
6137,2877,_,很棒了,,19.0,价格很好的时候入手的，一下子囤了3份，很棒了，留着慢慢用吧！
6138,2878,_,挺好的,,7.0,用了好几年了，挺好的。
6139,2879,味道,很好闻,5.0,7.0,试用了一下味道很好闻、皮肤显得光滑细腻。
6140,2879,_,光滑,,15.0,试用了一下味道很好闻、皮肤显得光滑细腻。
6141,2879,_,细腻,,17.0,试用了一下味道很好闻、皮肤显得光滑细腻。
6142,2880,_,挺好用的,,0.0,挺好用的，不遮眼睛
6143,2880,_,不遮眼睛,,5.0,挺好用的，不遮眼睛
6144,2881,_,不错的,,16.0,隔离防晒一直都是用的这个牌子，个不错的，推荐大家使用哦！
6145,2882,_,超快,,11.0,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买
6146,2882,_,不错,,18.0,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买
6147,2882,_,5星好评,,21.0,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买
6148,2883,物流,太给力,4.0,7.0,我去，这物流也太给力了吧，今下午买的，晚上就到了，一直用这牌子，真的值得信奈
6149,2884,_,很喜欢,,6.0,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
6150,2884,香味,淡淡的,14.0,11.0,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
6151,2884,_,白的自然,,19.0,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
6152,2884,_,超喜欢,,24.0,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
6153,2885,卸妆效果,很好,7.0,11.0,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。
6154,2885,_,不油不粘,,14.0,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。
6155,2885,_,比较清爽,,19.0,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。
6156,2885,_,喜欢,,28.0,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。
6157,2886,快递速度,快,0.0,4.0,快递速度快，包装好，挺好。
6158,2886,包装,好,6.0,8.0,快递速度快，包装好，挺好。
6159,2886,_,挺好,,10.0,快递速度快，包装好，挺好。
6160,2887,_,太假了,,4.0,这气垫也太假了吧，才用两天感觉就没了
6161,2888,_,好用,,0.0,好用，一直用的***这个牌子，值的信赖，你们也可以下手实用哦哦
6162,2889,_,不错,,0.0,不错哦。速度很快，~。以后就买****的了。
6163,2889,速度,很快,4.0,6.0,不错哦。速度很快，~。以后就买****的了。
6164,2890,_,还不错,,9.0,使用过两次感觉效果还不错，喜欢。
6165,2890,_,喜欢,,13.0,使用过两次感觉效果还不错，喜欢。
6166,2891,_,是正品,,0.0,是正品，还送了指甲油。
6167,2892,起泡量,_,0.0,,起泡量属于少的那一种  咱也不知道洗干净没有 味道咱也不喜欢
6168,2892,_,干净,,18.0,起泡量属于少的那一种  咱也不知道洗干净没有 味道咱也不喜欢
6169,2892,味道,不喜欢,23.0,27.0,起泡量属于少的那一种  咱也不知道洗干净没有 味道咱也不喜欢
6170,2893,活动,_,1.0,,做活动买的，很好用，还会回购
6171,2893,_,很好用,,6.0,做活动买的，很好用，还会回购
6172,2894,_,很划算,,4.0,买了2套很划算
6173,2895,价钱,优惠,0.0,2.0,价钱优惠，看着还不错，这次屯了不少，希望是正品
6174,2895,_,还不错,,7.0,价钱优惠，看着还不错，这次屯了不少，希望是正品
6175,2895,_,希望是正品,,18.0,价钱优惠，看着还不错，这次屯了不少，希望是正品
6176,2896,_,好用,,0.0,好用。买一个送了2个，就是没有替换的粉扑。这个还要再买些，一个不够用
6177,2896,_,不够用,,31.0,好用。买一个送了2个，就是没有替换的粉扑。这个还要再买些，一个不够用
6178,2897,物流,挺快的,0.0,2.0,物流挺快的，第二次购买了
6179,2898,_,挺好用的,,0.0,挺好用的，有淡淡的香味
6180,2898,香味,淡淡的,9.0,6.0,挺好用的，有淡淡的香味
6181,2899,快递盒,_,5.0,,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并没有，哈哈，下次就换个小盒子好嘛
6182,2899,_,欣喜,,11.0,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并没有，哈哈，下次就换个小盒子好嘛
6183,2899,赠品,少,20.0,19.0,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并没有，哈哈，下次就换个小盒子好嘛
6184,2900,_,有点干,,45.0,买过很多次了，本人油皮，黄一白，101色号还不是很白，和肤色差不多，下次换个更白的，用DW有点干，所以和这个混着用
6185,2901,赠品,_,14.0,,一直用***化妆品，面膜用过赠品，挺好，所以买来试试，太多了，不一一展示了
6186,2901,_,挺好,,17.0,一直用***化妆品，面膜用过赠品，挺好，所以买来试试，太多了，不一一展示了
6187,2902,_,非常好,,0.0,非常好，很温和，比***那些好多了
6188,2902,_,很温和,,4.0,非常好，很温和，比***那些好多了
6189,2903,_,是正品,,0.0,是正品，已经是第二次买了，质量很好，值得推荐。
6190,2903,_,很好,,15.0,是正品，已经是第二次买了，质量很好，值得推荐。
6191,2904,_,很好,,0.0,很好，味道香香的
6192,2904,味道,香香的,3.0,5.0,很好，味道香香的
6193,2905,_,挺好的,,9.0,拆开还没用，看起来挺好的，还送了面膜，好用了下次还会买，**快递很赞
6194,2905,快递,很赞,30.0,32.0,拆开还没用，看起来挺好的，还送了面膜，好用了下次还会买，**快递很赞
6195,2906,_,还不错,,7.0,第二次购买了，还不错
6196,2907,活动,优,8.0,10.0,一直用这款，赶上活动优惠屯起来吧?
6197,2907,惠,_,11.0,,一直用这款，赶上活动优惠屯起来吧?
6198,2908,_,还可以,,0.0,还可以，一直用这个，，，，，，，，，，，，，，，，，
6199,2909,_,不太好,,2.0,这个不太好，涂上去都是成块的，还没我在实体店买二十块的好
6200,2910,_,好用,,0.0,好用，味好闻。
6201,2910,味,好闻,3.0,4.0,好用，味好闻。
6202,2911,快递,太差劲了,0.0,2.0,快递太差劲了 来了都是破纸盒子
6203,2912,_,很好用,,0.0,很好用，这款的气味也很好闻，每天简单涂抹一些隔离霜，气色都会好很多
6204,2912,气味,很好闻,7.0,10.0,很好用，这款的气味也很好闻，每天简单涂抹一些隔离霜，气色都会好很多
6205,2913,_,方便,,15.0,现在开始水果都在**上购买了，方便又便宜
6206,2913,_,便宜,,18.0,现在开始水果都在**上购买了，方便又便宜
6207,2914,_,好用,,0.0,好用，第二次购买
6208,2915,瓶,不错,21.0,25.0,还未使用，使用后才知道效果，只是拆了包装，瓶子看着不错哦
6209,2916,_,还不错,,2.0,看着还不错
6210,2917,_,不错,,8.0,一直信赖的品牌，不错，很好用。
6211,2917,_,很好用,,11.0,一直信赖的品牌，不错，很好用。
6212,2918,_,很喜欢,,0.0,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。
6213,2918,味道,比较喜欢,17.0,11.0,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。
6214,2918,_,比较划算,,20.0,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。
6215,2919,_,太小了,,0.0,太小了，鼻子都遮不住，脸只能敷中间四周遮不到。
6216,2919,_,遮不住,,7.0,太小了，鼻子都遮不住，脸只能敷中间四周遮不到。
6217,2920,_,很好,,7.0,***一直用，很好值得大家购买
6218,2921,价格,便宜,0.0,2.0,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6219,2921,_,实惠,,4.0,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6220,2921,_,不错,,8.0,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6221,2921,包装,好,18.0,21.0,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6222,2921,_,有档次,,23.0,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6223,2922,_,特别好,,3.0,恒润乳特别好，每年都买，客服很有耐心
6224,2922,客服,很有耐心,12.0,14.0,恒润乳特别好，每年都买，客服很有耐心
6225,2923,送,非常好,9.0,13.0,以前用过又来回购了送货到门非常好
6226,2924,精华,很少,0.0,2.0,精华很少，不到十分钟就干巴巴的了，用完脸上有面膜布掉下的**
6227,2924,_,干巴巴的,,11.0,精华很少，不到十分钟就干巴巴的了，用完脸上有面膜布掉下的**
6228,2925,补水效果,很好,0.0,4.0,补水效果很好，面膜很服帖，好用下次会回购
6229,2925,_,很服帖,,9.0,补水效果很好，面膜很服帖，好用下次会回购
6230,2925,_,用,,14.0,补水效果很好，面膜很服帖，好用下次会回购
6231,2926,补水效果,特别好,9.0,13.0,用完了才想起评论，补水效果特别好
6232,2927,_,快,,4.0,**就是快，上午买的下午就到了，这个面膜挺好用的，同事一直也是买的这款，好用。。。。
6233,2927,_,挺好用的,,20.0,**就是快，上午买的下午就到了，这个面膜挺好用的，同事一直也是买的这款，好用。。。。
6234,2927,_,好用,,36.0,**就是快，上午买的下午就到了，这个面膜挺好用的，同事一直也是买的这款，好用。。。。
6235,2928,客服,不合格,5.0,7.0,双十一买，客服不合格
6236,2929,_,非常好用,,0.0,非常好用，用后也很清爽，值得购买
6237,2929,_,很清爽,,8.0,非常好用，用后也很清爽，值得购买
6238,2930,_,划算,,5.0,直播秒杀，划算
6239,2931,_,不错,,14.0,一直就喜欢这个牌子的隔离霜，不错
6240,2932,味道,不是很喜欢,0.0,2.0,味道不是很喜欢，不过洗过之后不紧绷，清爽！
6241,2932,_,不紧绷,,14.0,味道不是很喜欢，不过洗过之后不紧绷，清爽！
6242,2932,_,清爽,,18.0,味道不是很喜欢，不过洗过之后不紧绷，清爽！
6243,2933,物流速度,太快了,0.0,4.0,物流速度太快了，晚上下单，第二天就到了，还没有开始使用，先用用看看效果，后面再来追评
6244,2934,_,挺好的,,12.0,我头一次用这个牌子，用的挺好的，不是那种油腻腻的，洁肤很好，用好了下次还来买。
6245,2934,_,不是那油腻腻的,,16.0,我头一次用这个牌子，用的挺好的，不是那种油腻腻的，洁肤很好，用好了下次还来买。
6246,2934,洁肤,很好,25.0,27.0,我头一次用这个牌子，用的挺好的，不是那种油腻腻的，洁肤很好，用好了下次还来买。
6247,2935,_,很好,,13.0,今天收到，老婆拆开冼了一次很好，用完下次再来买，
6248,2936,_,很好,,0.0,很好，很水润。
6249,2936,_,很水润,,3.0,很好，很水润。
6250,2937,_,非常棒,,0.0,非常棒，经常购买，好好好好好
6251,2938,品,好,7.0,9.0,***CC霜 品质好 遮盖力好 还有礼品赠送哦???
6252,2938,遮盖力,好,11.0,14.0,***CC霜 品质好 遮盖力好 还有礼品赠送哦???
6253,2938,礼品,_,18.0,,***CC霜 品质好 遮盖力好 还有礼品赠送哦???
6254,2939,提亮,_,5.0,,每天使用，提亮肤色效果好
6255,2939,肤色效果,好,7.0,11.0,每天使用，提亮肤色效果好
6256,2940,_,挺好,,0.0,挺好，一直在**买，快，质量还有保障。。。。。。。。。。
6257,2941,_,挺好的,,0.0,挺好的，用的还不错，**快递就是快，服务就是好，选择**没错，
6258,2941,_,还不错,,6.0,挺好的，用的还不错，**快递就是快，服务就是好，选择**没错，
6259,2941,快递,就是快,12.0,14.0,挺好的，用的还不错，**快递就是快，服务就是好，选择**没错，
6260,2941,服务,是,18.0,21.0,挺好的，用的还不错，**快递就是快，服务就是好，选择**没错，
6261,2942,_,还不错,,12.0,***推荐买的，用了一片还不错，可脸大不是我的错，希望有大号的?
6262,2943,_,听服帖,,0.0,听服帖，自然，关键价格便宜
6263,2943,_,自然,,4.0,听服帖，自然，关键价格便宜
6264,2943,价格,便宜,9.0,11.0,听服帖，自然，关键价格便宜
6265,2944,_,酸酸的,,5.0,为什么闻着酸酸的
6266,2945,_,香香的,,0.0,香香的，颜色正，喜欢
6267,2945,颜色,正,4.0,6.0,香香的，颜色正，喜欢
6268,2945,_,喜欢,,8.0,香香的，颜色正，喜欢
6269,2946,_,还行,,0.0,还行，习惯了用这个牌子的产品
6270,2947,_,挺好用的,,2.0,东西挺好用的便宜实惠又好用
6271,2947,_,便宜,,6.0,东西挺好用的便宜实惠又好用
6272,2947,_,实惠,,8.0,东西挺好用的便宜实惠又好用
6273,2947,_,好用,,11.0,东西挺好用的便宜实惠又好用
6274,2948,_,挺不错,,6.0,试了一下，还挺不错用完再来
6275,2949,_,不错,,0.0,不错不错，挺好的
6276,2949,_,挺好的,,5.0,不错不错，挺好的
6277,2950,_,还挺好,,8.0,还未用，但是看起还挺好，等用了再来
6278,2951,_,非常不错,,2.0,面膜非常不错。外观高大上，用起来也非常好。
6279,2951,外观,高大上,7.0,9.0,面膜非常不错。外观高大上，用起来也非常好。
6280,2951,_,非常好,,17.0,面膜非常不错。外观高大上，用起来也非常好。
6281,2952,_,很不错,,2.0,还是很不错的
6282,2953,_,满意,,0.0,满意，和实体店的用着一样，还便宜，省钱，用完还会来买的
6283,2953,_,便宜,,14.0,满意，和实体店的用着一样，还便宜，省钱，用完还会来买的
