Categories,new_text
功效,遮暇效果一般般吧
价格,价格实惠，
气味,闻着味道也没错。
功效,显白水润还送卸妆水，
整体,你还不入手吗？很棒，
整体,一直用的，
价格,就是买贵了，
使用体验,容易推开，
整体,还可以还有赠送，
整体,特别喜欢，
功效,质地柔软均匀，
整体,东西好，
价格,性价比很高，
整体,感觉很不错哦
价格,宝贝物美价廉非常好虽然还没用，
使用体验,也没有什么不良反应，
价格,经常都有优惠活动，
功效,提亮肤色，
使用体验,脸也感觉滑滑的，
功效,用过感觉挺补水的。
价格,宝贝收到了真的是很划算，
价格,而且经常做活动 
价格,东西挺好用的便宜实惠又好用
功效,清洁能力也不错，
真伪,扫码是正品，
功效,底色很好，
功效,这款自然色咋那么白?
整体,超级好
整体,数次回购～～～忠实用户～～这次双十一购了满满一箱～～屯够一年的用量～～～赞一个～～
整体,***的洗颜霜确实是比较赞的
整体,宝贝挺好用的，
物流,但是也是非常速度了，
功效,颜色比较好看，
物流,包装严实，
功效,补水效果真的很明显，
其他,价格便宜量又足，
物流,快递人员服务态度也很好，
整体,还可以
使用体验,从来不长闭合或者痘痘，
整体,擦了效果不是很明显，
功效,效果比想像的要好
服务,客服非常非常满意
整体,很不错??
价格,很好物美价廉很好物美价廉很好物美价廉很好
包装,面膜包装很好，
整体,用了一片还不错，
价格,买了两瓶赠了好多赠品，
价格,最主要是价格比较实惠
整体,先好评吧！
使用体验,泡泡多，
使用体验,粉浮着，
整体,应该还可以吧，
包装,包装很严实，
价格,价位也非常合适。
使用体验,感觉很服帖。
整体,这款面膜用的还可以，
使用体验,就是有点稠，
整体,宝贝收到非常喜欢
真伪,查防伪是正品，
尺寸,小小的一个 
整体,承包了已经这个真的超好用，
功效,卸妆效果非常好，
功效,卸妆比较干净，
使用体验,用起来很清爽不油
物流,速度又快，
真伪,像正品的，
整体,挺好用的不油很清爽，
价格,遇到活动时候抢来用最实惠，
物流,**送货也快
气味,卸妆水很好闻！
物流,快递非常给力，
功效,挺补水的
气味,味道香香的
使用体验,面膜纸也不厚 
价格,经济又实惠。
价格,便宜又好用。
气味,香味特别喜欢。
整体,效果比较好。
价格,这次活动买了三盒?
物流,这次的物流出奇的快，
整体,真心觉得不开心
价格,双十一很便宜。
物流,尤其是快递小哥服务态度特别好，
服务,服务态度，
整体,很好用补水保湿效果很好，
气味,好香，
使用体验,洗面奶很温和，
功效,清洁能力：弱 
整体,说比较好用，
功效,保湿效果非常好，
功效,皮肤亮白！
使用体验,推开也不错，
成分,精华也很多
整体,是一款很不错的面膜
使用体验,对我来说有点干 
价格,能用很久了性价比真高
整体,还不错呢，
使用体验,面膜非常滋润，
使用体验,清澈
整体,这个用着挺好
使用体验,用了也特别自然，
整体,补水用这个真的很好
整体,喜欢??
价格,送了赠品，
功效,清洁能力：感觉清洁不太好，
整体,感觉效果还不错，
整体,这款面膜真的很好用，
整体,衣服收到了穿上很好看，
功效,挺干净！
使用体验,比较温和，
整体,话不多说很好用
使用体验,不紧绷
使用体验,脸滑滑的，
整体,还不错呢
气味,有一股淡淡的香味，
使用体验,滑滑的，
功效,有一定的保湿补水的功效，
使用体验,很温和，
使用体验,用起来一点也不起皮用完在回购
物流,味道挺好的速度也快
服务,服务周到！
整体,一下买了两件.以前用过.挺好的下次继续光临
整体,东西正经不错，
物流,物流给力，
整体,味道还可以
包装,外观好看，
整体,一如既往的好用，
物流,快寄很给力，
使用体验,清透不油腻
包装,包装盒完好，
整体,超赞，
整体,蛮好的
价格,优惠，
整体,孩子喜欢这款洗面奶，
价格,很划算很喜欢
服务,服务态度好
使用体验,也不干，
价格,这款面膜好用不贵，
整体,使用效果还可以。
包装,包装很好
使用体验,感觉防晒都是有点油
整体,非常好用的卸妆水，
物流,服务态度也好
整体,不错不错 
成分,好多水，
整体,送货速度快好好好好好
物流,送货速度超快 
整体,太合适了
服务,客服服务态度也不错。
整体,非常好??长期使用！
包装,外观也很好看啊
真伪,假货假货假货，
价格,**搞活动的时候买的，
价格,最主要是便宜，
功效,去污力强
使用体验,用着很舒服 
整体,很划算很喜欢
使用体验,特别是黑面膜非常舒服用了
整体,值得推荐
物流,店家发货很快，
整体,爱不释手
整体,妥妥的没毛病 
使用体验,使用后冰冰凉凉，
整体,东西不错，
价格,赠品加面膜，
整体,非常的不错，
整体,据说挺好碰到活动买来试试
真伪,假的
整体,很喜欢味道也还好 
物流,物流也超级快，
价格,赠品也不错
功效,给手背上试了试不错细腻亮白
价格,双十一买还送礼品，
使用体验,水分还可以，
功效,好卸妆，
使用体验,虽然有一点点干。
价格,评价实惠好用！
整体,很棒了，
整体,效果还是挺好的，
功效,清理力也强，
价格,还是有活动的时候买最合适，
整体,一直都用***面膜感觉还可以
整体,我觉得这款还蛮好用的，
物流,**物流也非常强
整体,会回购喜欢 
服务,老板人很好，
成分,精华液特别多，
尺寸,大小合适。
整体,用着很好
包装,看包装挺好的，
整体,搞活动买的价格很便宜，
气味,一打开味道太刺鼻了，
包装,包装很漂亮，
整体,很不错的，
整体,满意！
整体,很好用哦
整体,很好的隔离霜，
包装,包装得到了她的青睐，
使用体验,超好用很水润，
使用体验,保湿不油腻，
物流,送货飞快，
价格,真的好便宜，
功效,也很修复的，
整体,效果不错哦，
整体,用这个挺好的
真伪,估计假货吧，
整体,看着还可以 
价格,比实体店便宜很多，
价格,非常实惠，
价格,清洁能力：搞活动很实惠
其他,颜色好，
物流,快递也超快。
使用体验,抹上去了感觉看起来很爽，
整体,很满意，
整体,是我喜欢的款式。
整体,很满意的一次购物
价格,我是店铺搞活动时买的，
物流,宝贝很快就收到了。
物流,速度也快
使用体验,不过有点干。
使用体验,不干燥，
整体,很喜欢用这款面膜，
使用体验,很轻薄透亮，
功效,颜色也正合适，
整体,这个真的还不错 
功效,不假白。
物流,快递小哥很热情，
整体,物美价廉好评
使用体验,挺滋润的，
整体,用着很可以，
整体,应该不错，
整体,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉
整体,用起来还可以吧，
整体,哈哈最喜欢这个面膜了回购了
价格,价格也不高，
整体,感觉也还好。
整体,很清爽很喜欢，
整体,运货速度也非常快非常满意
使用体验,面膜纸贴合很好，
功效,防晒效果还待观察！
整体,应该不错吧。
整体,嗯满意。
物流,辛苦快递小哥了！
物流,快递也很给力，
整体,很赞。
价格,实惠
整体,不过看起来还不错，
气味,味道好闻
功效,紫色隔离还增白，
使用体验,很滋润
整体,很方便
包装,连盒子都没有
价格,很好用，
成分,精华液多，
新鲜度,保质期四年，
服务,客服态度极差。
使用体验,不干还好吸收，
真伪,该商家卖的全是假货，
使用体验,昨天晚上用了感觉皮肤水嫩的
整体,好评哈
整体,大赞
整体,好评
真伪,正品保证
物流,双十一物流居然也第二天到，
整体,很喜欢 
使用体验,水分吸收很快就干了，
整体,总之为了挺好的
使用体验,薄，
价格,性价比很高的活动就参加了！
物流,物流很快啊我都用上了
使用体验,用着还可以主要按压比较方便不用倒出来那种
整体,很好便宜实惠支持**商城
成分,成分很安全的一款面膜，
使用体验,服帖 
整体,很好用的一款面膜，
价格,比较费
整体,物有所值用几天再来追评
整体,卸妆还不错?赠品也是一样的还有卸妆棉?
使用体验,氨基酸洗面奶较温和，
使用体验,刚上脸觉得有些黏腻，
使用体验,很去油，
物流,**发货送货很快，
气味,轻微酒精味，
使用体验,水分超足 
物流,**快递速度快，
物流,物流神速，
价格,活动买很划算的，
整体,这隔离霜也挺流的
物流,不过快递大哥人很好哦，
价格,又实惠，
功效,这个面膜跟补水，
物流,物流也快
功效,补水效果非常好
整体,必须好评呀，
整体,她很喜欢，
包装,包装也很好，
整体,宝贝还不错啊，
整体,一直在用真的很不错的，
整体,还可以吧。
物流,**的物流真是超级快，
整体,媳妇说很好值得拥有。
真伪,隔离防晒霜正品，
使用体验,搓泥 
整体,第一次用感觉效果还不错?挺喜欢的
整体,用后感觉不错
功效,保湿锁水效果真的很好，
整体,老婆拆开冼了一次很好，
整体,还不错啦，
使用体验,用完感觉皮肤很清爽
价格,活动价超好哦，
整体,棒棒哒，
整体,感觉挺好
整体,很好的一次购物，
整体,比商品非常不错性价非常好
服务,一系列的服务都满意
物流,就这速度也必须给个好评
整体,面膜超级好用，
气味,味道很好，
整体,感觉很不错的样子
整体,比较适合她的皮肤。
整体,特别的好用，
价格,也划算。
功效,持妆和控油效果都不错，
价格,不错价格实惠
使用体验,用后挺清爽的
其他,也挺环保。
整体,"还不错,在实体店看过了,**相对便宜很多,果断购买."
使用体验,还辣眼睛，
整体,听朋友说挺好用的，
服务,有疑问小鲸鱼都一一解答服务非常好
成分,水比较多，
整体,真的是差评差评，
包装,盒子很漂亮，
气味,味道淡淡的，
物流,尤其是快递小哥非常给力，
真伪,扫描了是正品，
使用体验,也不刺激，
功效,很好用补水保湿效果很好，
功效,他家保湿真的好，
功效,持久情况：下午好像有点出油 
气味,和在门店买的味道不一样，
价格,很实惠，
其他,量大。
使用体验,清透湿润，
整体,喜欢喜欢喜欢
价格,便宜。
使用体验,酒精味好浓
功效,很补水！
其他,就是少了点
物流,物流太快了，
使用体验,感觉比较难清洗，
整体,感觉还挺不错的，
真伪,但是看包装什么像是正品
气味,味道有点点膳？听湿润，
使用体验,延展性很好，
使用体验,挺好吸收，
使用体验,很温和不刺激。
整体,很适合
使用体验,就是看着油亮亮的
使用体验,真的很好敷完以后水水的嫩嫩的，
整体,就是一个垃圾！
物流,速度速度，
物流,快速到达。
价格,价格也很便宜，
整体,东西收到了有点失望，
功效,上妆效果：效果服帖且显白 
其他,质量很好，
物流,卖家发货速度快的，
使用体验,面膜蛮轻薄的，
其他,洗面奶很薄，
整体,差，
整体,不错刚用两天
功效,保湿效果非常好。
物流,快递小哥很礼貌
整体,感觉应该不错。
使用体验,清爽不油腻，
整体,不过产品很好用，
整体,当然棒棒
整体,喜欢用这个牌子的东西，
其他,气垫扑太厚了。
整体,很好值得大家购买
物流,到货很快 
整体,是我用过洗面奶最垃圾的一次。
功效,很干净 
整体,用了之后觉得皮肤还是挺好的，
使用体验,气垫使用方便，
整体,东西一般吧，
整体,真的很好！
整体,好用哦 
价格,这次做活动几天买了两包试试
功效,控油效果一般 
包装,产品包装很好
整体,超喜欢就是好 
价格,价格便宜实惠东西不错，
整体,一直都很好用
价格,每次赠送的小礼品也很多！
功效,很自然
物流,补水效果很好?快递小哥态度也很好?
使用体验,贴完脸很舒服
整体,非常不错噢
功效,补水效果很好?快递小哥态度也很好?
整体,妈妈挺喜欢这个牌子的，
使用体验,清洗得干净且脸没有紧绷感
功效,卸妆很干净，
使用体验,不跑妆
整体,很满意哦
功效,面膜特别薄很服帖精华很多用完很保湿很不错。
新鲜度,日期不是新的很近至于产品就不知道怎样了
整体,正装一如既往的好送的比之前的少了点 
使用体验,味道有点点膳？听湿润，
功效,紫色提亮肤色不夸张 
整体,所以很喜欢，
价格,很实惠的CC霜，
整体,感觉不高
价格,赠品很丰富
整体,挺不错的！
整体,我超级喜欢?，
整体,感觉可以的
价格,但也比商场便宜，
使用体验,还难推开，
整体,用起来感觉还好，
整体,这次网购跟实体店质量差不多，
其他,性价比不错
功效,"接受不了,还有感觉不服帖，"
使用体验,涂上很细腻
服务,不能改地址还挺麻烦的
整体,一般般
气味,非常的香，
功效,补水隔离效果好，
价格,价格实惠还有赠品
气味,面膜有淡淡的香味，
整体,用着还可以！
功效,试了一张保湿照顾还不错，
功效,白的很自然，
功效,保湿不油腻，
整体,气垫水润，
整体,喜欢！
功效,和我的皮肤颜色相近，
整体,不错！
价格,就降价了，
整体,赞?
真伪,正品保证，
使用体验,也润！
物流,发货迅速而且质量不错，
使用体验,挺显白的，
真伪,是真品
整体,挺好的 
物流,发货神速，
功效,具有美白效果 
整体,五星好评，
整体,用得也很好噢，
整体,面膜用着不错，
价格,这款应该是物美价廉的产品，
使用体验,但是妆感还可以
包装,比自己皮肤颜色稍微白一点，
使用体验,和皮肤很贴，
使用体验,贴合度不是特别好
整体,可以可以可以可以，
整体,很好用哦！
整体,很满意不贵！
真伪,很滋润是正品
价格,价格便宜
气味,物流很快还是那个味道 
物流,发货很快，
整体,希望好用
整体,失望
使用体验,很清爽！
整体,总之挺好用的
使用体验,质地轻薄比较好推开，
服务,客服也很细心，
尺寸,妈妈说量有点少不过好用
物流,**快递是蛮快的，
整体,感觉蛮好的，
整体,听说用着还不错！
整体,挺好的！
包装,包装精美，
使用体验,也很好吸收，
包装,看着袋子很漂亮。
整体,很适合我的皮肤。
使用体验,皮肤不好的时候会起皮。
包装,是新款的包装，
整体,可以的
价格,首先不得不说99元买还有两个替换装很划算，
整体,超好用很水润，
整体,总体来说还可以，
价格,价格很合适，
物流,**上快递真的不错
物流,物流也很快。
整体,打开后宝贝也很漂亮，
整体,一流产品，
整体,东西非常好！
使用体验,保湿做好不会有卡粉浮粉现象。
成分,精华很多，
整体,***的产品都超级好用，
使用体验,用了会不会过敏，
使用体验,不卡粉是我喜欢的
整体,感觉很适合我的皮肤！
价格,价格还算实惠，
整体,东西比较好用，
物流,但是物流应该改进，
使用体验,而且不油腻，
整体,赞赞
功效,美白隔离效果很好 
整体,老婆看的很喜欢的，
价格,物美价廉好评
使用体验,太干了，
使用体验,很均匀
物流,快递很负责的让我打开看看有没有破损，
整体,面膜非常好用，
价格,做活动，
整体,太假了会掉粉还起皮，
物流,快递没话说，
功效,清洗得干净且脸没有紧绷感
其他,颜色粉粉的，
使用体验,粉质不是很好，
真伪,应该正品
功效,用完以后皮肤水润白皙，
整体,看着真不错
物流,快递员也很好，
使用体验,水水的，
使用体验,上妆比较滋润，
整体,听同事们讲这款CC气垫霜很好用，
使用体验,脸上洗的好干净，
使用体验,也不油腻
整体,用起来挺好，
功效,清洁能力：泡沫很多，
价格,经济实惠的。
整体,是我喜欢的
气味,我喜欢这种香香的味道，
整体,很快收到不错！
整体,比我在店里买的其他二百的都好用。
物流,态度很好，
气味,味道也喜欢
包装,包装看起来还挺不错，
物流,申通快递走了一周多&hellip
功效,就是不保湿，
尺寸,形状都不规整，
使用体验,有泡沫，
价格,就是优惠力度感觉没有以前大了！
整体,很不错的一款气垫，
物流,快递小哥服务很好，
整体,用了说不错，
使用体验,不会过敏 
价格,价格也挺实惠，
使用体验,不是特别油，
整体,觉得还行
价格,性价比比较高，
整体,效果还可以。
使用体验,老婆用了更滋润
功效,保湿效果不错，
